id,name,date,keywords
7c049cdb-ed0b-4f3c-8196-a42c596bc291,"Se disuelve la Sociedad de Naciones, al crearse las Naciones Unidas.",1946-04-18,"{""disuelve"", ""sociedad"", ""naciones"", ""unidas""}"
